"bund_nr","pk_nr","pk_aufnahme","pk_richtung","pk_dist","pk_maxdist","pk_anmerkung"
70070,2,1,"o",1000,272,NA
70071,2,1,"o",1000,73,NA
70072,2,1,"o",1000,216,NA
70073,2,1,"o",1000,423,NA
70074,2,2,"o",1000,-9,NA
70075,2,2,"o",1000,-9,NA
70076,2,1,"o",1000,223,NA
70077,2,2,"o",1000,-9,NA
70078,2,1,"o",1000,399,NA
70079,2,1,"o",1000,459,NA
70080,2,1,"o",1000,311,NA
70081,2,1,"o",1000,143,NA
70082,2,1,"o",1000,480,NA
70083,2,1,"o",1000,486,NA
70084,2,1,"o",1000,287,NA
70085,2,2,"o",1000,-9,NA
70086,2,1,"o",1000,158,NA
70087,2,2,"o",1000,-9,NA
70088,2,1,"o",1000,211,NA
70089,2,1,"o",1000,487,NA
70090,2,1,"o",1000,223,NA
70091,2,1,"o",1000,400,NA
70092,2,1,"o",1000,350,NA
70093,2,1,"o",1000,104,NA
70094,2,1,"o",1000,268,NA
70095,2,1,"o",1000,262,NA
70096,2,2,"o",1000,-9,NA
70097,2,2,"o",1000,-9,NA
70098,2,1,"o",1000,370,NA
70099,2,1,"o",1000,147,NA
70100,2,1,"o",1000,390,NA
70101,2,1,"o",1000,160,NA
70102,2,2,"o",1000,-9,NA
70103,2,1,"o",1000,393,NA
70104,2,1,"o",1000,377,NA
70105,2,1,"o",1000,454,NA
70106,2,1,"o",1000,489,NA
70107,2,1,"o",1000,175,NA
70108,2,1,"o",1000,470,NA
70109,2,1,"o",1000,327,NA
70110,2,2,"o",1000,-9,NA
70111,2,2,"o",1000,-9,NA
70112,2,2,"o",1000,-9,NA
70113,2,1,"o",1000,129,NA
70114,2,2,"o",1000,-9,NA
70115,2,1,"o",1000,90,NA
70132,2,1,"o",1000,441,NA
70117,2,1,"o",1000,325,NA
70118,2,1,"o",1000,424,NA
70119,2,1,"o",1000,246,NA
70120,2,1,"o",1000,435,NA
70121,2,1,"o",1000,460,NA
70122,2,2,"o",1000,-9,NA
70123,2,2,"o",1000,-9,NA
70124,2,1,"o",1000,204,NA
70125,2,1,"o",1000,368,NA
70126,2,1,"o",1000,484,NA
70127,2,2,"o",1000,-9,NA
70128,2,1,"o",1000,473,NA
70129,2,1,"o",1000,177,NA
70130,2,1,"o",1000,160,NA
70131,2,1,"o",1000,204,NA
70116,2,1,"o",1000,441,NA
70133,2,1,"o",1000,228,NA
70134,2,1,"o",1000,473,NA
70135,2,1,"o",1000,439,NA
70136,2,1,"o",1000,100,NA
70137,2,2,"o",1000,-9,NA
70138,2,1,"o",1000,363,NA
70139,2,1,"o",1000,397,NA
70140,2,2,"o",1000,-9,NA
70141,2,2,"o",1000,-9,NA
70142,2,1,"o",1000,294,NA
70143,2,1,"o",1000,482,NA
70144,2,1,"o",1000,148,NA
70145,2,1,"o",1000,241,NA
70146,2,2,"o",1000,-9,NA
70147,2,1,"o",1000,444,NA
70148,2,1,"o",1000,402,NA
70149,2,2,"o",1000,-9,NA
70150,2,2,"o",1000,-9,NA
70151,2,1,"o",1000,496,NA
70152,2,1,"o",1000,31,NA
70153,2,1,"o",1000,179,NA
70154,2,1,"o",1000,409,NA
70155,2,1,"o",1000,445,NA
70156,2,2,"o",1000,-9,NA
70157,2,1,"o",1000,498,NA
70158,2,1,"o",1000,330,NA
70159,2,1,"o",1000,465,NA
70160,2,2,"o",1000,-9,NA
70161,2,1,"o",1000,439,NA
70162,2,1,"o",1000,259,NA
70163,2,1,"o",1000,498,NA
70164,2,1,"o",1000,374,NA
70165,2,1,"o",1000,306,NA
70001,3,1,"s",1000,478,NA
70002,3,1,"s",1000,206,NA
70003,3,2,"s",1000,-9,NA
70004,3,1,"s",1000,100,NA
70005,3,1,"s",1000,258,NA
70006,3,1,"s",1000,487,NA
70007,3,1,"s",1000,298,NA
70008,3,1,"s",1000,330,NA
70009,3,1,"s",1000,254,NA
70010,3,1,"s",1000,143,NA
70011,3,1,"s",1000,498,NA
70012,3,1,"s",1000,289,NA
70013,3,1,"s",1000,143,NA
70014,3,2,"s",1000,-9,NA
70015,3,1,"s",1000,424,NA
70016,3,1,"s",1000,476,NA
70017,3,1,"s",1000,198,NA
70018,3,2,"s",1000,-9,NA
70019,3,2,"s",1000,-9,NA
70020,3,1,"s",1000,172,NA
70021,3,1,"s",1000,253,NA
70022,3,1,"s",1000,491,NA
70023,3,1,"s",1000,351,NA
70024,3,2,"s",1000,-9,NA
70025,3,1,"s",1000,422,NA
70026,3,2,"s",1000,-9,NA
70027,3,1,"s",1000,451,NA
70028,3,1,"s",1000,348,NA
70029,3,1,"s",1000,390,NA
70030,3,1,"s",1000,248,NA
70031,3,1,"s",1000,218,NA
70032,3,1,"s",1000,130,NA
70033,3,1,"s",1000,441,NA
70034,3,1,"s",1000,382,NA
70035,3,2,"s",1000,-9,NA
70036,3,1,"s",1000,467,NA
70037,3,1,"s",1000,422,NA
70038,3,1,"s",1000,373,NA
70039,3,1,"s",1000,241,NA
70040,3,1,"s",1000,466,NA
70041,3,1,"s",1000,243,NA
70042,3,1,"s",1000,333,NA
70043,3,1,"s",1000,495,NA
70044,3,1,"s",1000,404,NA
70045,3,2,"s",1000,-9,NA
70046,3,1,"s",1000,273,NA
70047,3,2,"s",1000,-9,NA
70048,3,1,"s",1000,235,NA
70049,3,1,"s",1000,399,NA
70050,3,1,"s",1000,49,NA
70051,3,1,"s",1000,443,NA
70052,3,2,"s",1000,-9,NA
70053,3,1,"s",1000,216,NA
70054,3,1,"s",1000,217,NA
70055,3,1,"s",1000,488,NA
70056,3,1,"s",1000,334,NA
70057,3,1,"s",1000,334,NA
70058,3,1,"s",1000,353,NA
70059,3,1,"s",1000,477,NA
70060,3,1,"s",1000,496,NA
70061,3,1,"s",1600,271,NA
70062,3,1,"s",1000,463,NA
70063,3,1,"s",1000,170,NA
70064,3,1,"s",1000,185,NA
70065,3,1,"s",1000,480,NA
70066,3,1,"s",1000,183,NA
70067,3,1,"s",1000,318,NA
70068,3,1,"s",1000,139,NA
70069,3,1,"s",1000,7,NA
70070,3,1,"s",1000,95,NA
70071,3,1,"s",1000,121,NA
70072,3,2,"s",1000,-9,NA
70073,3,1,"s",1000,397,NA
70074,3,2,"s",1000,-9,NA
70075,3,1,"s",1000,137,NA
70076,3,1,"s",1000,150,NA
70077,3,1,"s",1000,495,NA
70078,3,1,"s",1000,278,NA
70079,3,1,"s",1000,420,NA
70080,3,1,"s",1000,319,NA
70081,3,1,"s",1000,200,NA
70082,3,1,"s",1000,329,NA
70083,3,1,"s",1000,310,NA
70084,3,2,"s",1000,-9,NA
70085,3,2,"s",1000,-9,NA
70086,3,1,"s",1000,205,NA
70087,3,2,"s",1000,-9,NA
70088,3,1,"s",1000,38,NA
70089,3,1,"s",1000,302,NA
70090,3,1,"s",1000,302,NA
70091,3,1,"s",1000,495,NA
70092,3,1,"s",1000,406,NA
70093,3,1,"s",1000,63,NA
70094,3,1,"s",1000,109,NA
70095,3,1,"s",1000,495,NA
70096,3,1,"s",1000,174,NA
70097,3,2,"s",1000,-9,NA
70098,3,1,"s",1000,460,NA
70099,3,1,"s",1000,254,NA
70100,3,1,"s",1000,465,NA
70101,3,1,"s",1000,345,NA
70102,3,1,"s",1000,361,NA
70103,3,1,"s",1000,386,NA
70104,3,1,"s",1000,258,NA
70105,3,1,"s",1000,387,NA
70106,3,1,"s",1000,395,NA
70107,3,1,"s",1000,118,NA
70108,3,1,"s",1000,450,NA
70109,3,1,"s",1000,309,NA
70110,3,2,"s",1000,-9,NA
70111,3,1,"s",1000,486,NA
70112,3,1,"s",1000,183,NA
70113,3,1,"s",1000,218,NA
70114,3,2,"s",1000,-9,NA
70115,3,1,"s",1000,110,NA
70132,3,2,"s",1000,-9,NA
70117,3,2,"s",1000,-9,NA
70118,3,1,"s",1000,282,NA
70119,3,1,"s",1000,220,NA
70120,3,1,"s",1000,172,NA
70121,3,1,"s",1000,464,NA
70122,3,2,"s",1000,-9,NA
70123,3,2,"s",1000,-9,NA
70124,3,1,"s",1000,174,NA
70125,3,1,"s",1000,378,NA
70126,3,1,"s",1000,478,NA
70127,3,2,"s",1000,-9,NA
70128,3,1,"s",1000,312,NA
70129,3,1,"s",1000,159,NA
70130,3,1,"s",1000,410,NA
70131,3,1,"s",1000,195,NA
70116,3,2,"s",1000,-9,NA
70133,3,1,"s",1000,174,NA
70134,3,1,"s",1000,479,NA
70135,3,1,"s",1000,248,NA
70136,3,1,"s",1000,115,NA
70137,3,2,"s",1000,-9,NA
70138,3,1,"s",1000,487,NA
70139,3,1,"s",1000,274,NA
70140,3,2,"s",1000,-9,NA
70141,3,2,"s",1000,-9,NA
70142,3,1,"s",1000,327,NA
70143,3,1,"s",1000,453,NA
70144,3,1,"s",1000,466,NA
70145,3,1,"s",1000,281,NA
70146,3,2,"s",1000,-9,NA
70147,3,1,"s",1000,213,NA
70148,3,2,"s",1000,-9,NA
70149,3,2,"s",1000,-9,NA
70150,3,2,"s",1000,-9,NA
70151,3,1,"s",1000,452,NA
70152,3,1,"s",1000,314,NA
70153,3,1,"s",1000,436,NA
70154,3,1,"s",1000,403,NA
70155,3,1,"s",1000,453,NA
70156,3,1,"s",1000,423,NA
70157,3,1,"s",1000,470,NA
70158,3,2,"s",1000,-9,NA
70159,3,1,"s",1000,360,NA
70160,3,1,"s",1000,436,NA
70161,3,1,"s",1000,481,NA
70162,3,1,"s",1000,156,NA
70163,3,1,"s",1000,375,NA
70164,3,1,"s",1000,401,NA
70165,3,1,"s",1000,473,NA
70001,4,1,"w",1000,454,NA
70002,4,1,"w",1000,495,NA
70003,4,2,"w",1000,-9,NA
70004,4,1,"w",1000,182,NA
70005,4,2,"w",1000,-9,NA
70006,4,1,"w",1000,435,NA
70007,4,2,"w",1000,-9,NA
70008,4,2,"w",1000,-9,NA
70009,4,2,"w",1000,-9,NA
70010,4,1,"w",1000,300,NA
70011,4,1,"w",1000,412,NA
70012,4,1,"w",1000,132,NA
70013,4,1,"w",1000,263,NA
70014,4,2,"w",1000,-9,NA
70015,4,2,"w",1000,-9,NA
70016,4,1,"w",1000,406,NA
70017,4,1,"w",1000,215,NA
70018,4,2,"w",1000,-9,NA
70019,4,2,"w",1000,-9,NA
70020,4,1,"w",1000,163,NA
70021,4,1,"w",1000,125,NA
70022,4,1,"w",1000,468,NA
70023,4,2,"w",1000,-9,NA
70024,4,2,"w",1000,-9,NA
70025,4,2,"w",1000,-9,NA
70026,4,1,"w",1000,433,NA
70027,4,1,"w",1000,394,NA
70028,4,1,"w",1000,379,NA
70029,4,1,"w",1000,330,NA
70030,4,1,"w",1000,319,NA
70031,4,1,"w",1000,433,NA
70032,4,1,"w",1000,320,NA
70033,4,1,"w",1000,444,NA
70034,4,2,"w",1000,-9,NA
70035,4,1,"w",1000,476,NA
70036,4,1,"w",1000,194,NA
70037,4,1,"w",1000,455,NA
70038,4,1,"w",1000,195,NA
70039,4,1,"w",1000,197,NA
70040,4,1,"w",1000,313,NA
70041,4,1,"w",1000,182,NA
70042,4,1,"w",1000,197,NA
70043,4,1,"w",1000,178,NA
70044,4,1,"w",1000,281,NA
70045,4,2,"w",1000,-9,NA
70046,4,1,"w",1000,415,NA
70047,4,2,"w",1000,-9,NA
70048,4,1,"w",1000,472,NA
70049,4,1,"w",1000,156,NA
70050,4,1,"w",1000,39,NA
70051,4,1,"w",1000,182,NA
70052,4,2,"w",1000,-9,NA
70053,4,1,"w",1000,472,NA
70054,4,1,"w",1000,225,NA
70055,4,2,"w",1000,-9,NA
70056,4,1,"w",1000,390,NA
70057,4,1,"w",1000,346,NA
70058,4,1,"w",1000,435,NA
70059,4,1,"w",1000,493,NA
70060,4,1,"w",1000,498,NA
70061,4,1,"w",1000,90,NA
70062,4,1,"w",1000,462,NA
70063,4,1,"w",1000,444,NA
70064,4,1,"w",1000,412,NA
70065,4,1,"w",1000,421,NA
70066,4,1,"w",1000,324,NA
70067,4,2,"w",1000,-9,NA
70068,4,1,"w",1000,68,NA
70069,4,1,"w",1000,370,NA
70070,4,1,"w",1000,195,NA
70071,4,1,"w",1000,157,NA
70072,4,1,"w",1000,327,NA
70073,4,1,"w",1000,492,NA
70074,4,2,"w",1000,-9,NA
70075,4,1,"w",1000,208,NA
70076,4,1,"w",1000,198,NA
70077,4,1,"w",1000,495,NA
70078,4,2,"w",1000,-9,NA
70079,4,1,"w",1000,463,NA
70080,4,1,"w",1000,207,NA
70081,4,1,"w",1000,160,NA
70082,4,1,"w",1000,493,NA
70083,4,1,"w",1000,480,NA
70084,4,2,"w",1000,-9,NA
70085,4,1,"w",1000,419,NA
70086,4,1,"w",1000,483,NA
70087,4,2,"w",1000,-9,NA
70088,4,1,"w",1000,106,NA
70089,4,1,"w",1000,105,NA
70090,4,1,"w",1000,370,NA
70091,4,1,"w",1000,465,NA
70092,4,2,"w",1000,-9,NA
70093,4,1,"w",1000,38,NA
70094,4,1,"w",1000,324,NA
70095,4,1,"w",1000,320,NA
70096,4,1,"w",1000,354,NA
70097,4,2,"w",1000,-9,NA
70098,4,1,"w",1000,264,NA
70099,4,1,"w",1000,77,NA
70100,4,1,"w",1000,495,NA
70101,4,1,"w",1000,113,NA
70102,4,1,"w",1000,394,NA
70103,4,1,"w",1000,445,NA
70104,4,1,"w",1000,490,NA
70105,4,1,"w",1000,415,NA
70106,4,1,"w",1000,454,NA
70107,4,1,"w",1000,161,NA
70108,4,1,"w",1000,482,NA
70109,4,1,"w",1000,150,NA
70110,4,2,"w",1000,-9,NA
70111,4,1,"w",1000,296,NA
70112,4,1,"w",1000,407,NA
70113,4,1,"w",1000,244,NA
70114,4,2,"w",1000,-9,NA
70115,4,1,"w",1000,190,NA
70132,4,1,"w",1000,432,NA
70117,4,1,"w",1000,487,NA
70118,4,1,"w",1000,434,NA
70119,4,1,"w",1000,100,NA
70120,4,1,"w",1000,381,NA
70121,4,1,"w",1000,498,NA
70122,4,2,"w",1000,-9,NA
70123,4,2,"w",1000,-9,NA
70124,4,1,"w",1000,128,NA
70125,4,2,"w",1000,-9,NA
70126,4,1,"w",1000,476,NA
70127,4,2,"w",1000,-9,NA
70128,4,1,"w",1000,340,NA
70129,4,1,"w",1000,420,NA
70130,4,1,"w",1000,394,NA
70131,4,1,"w",1000,175,NA
70116,4,1,"w",1000,440,NA
70133,4,1,"w",1000,155,NA
70134,4,2,"w",1000,-9,NA
70135,4,2,"w",1000,-9,NA
70136,4,1,"w",1000,100,NA
70137,4,2,"w",1000,-9,NA
70138,4,1,"w",1000,405,NA
70139,4,1,"w",1000,85,NA
70140,4,1,"w",1000,480,NA
70141,4,1,"w",1000,362,NA
70142,4,1,"w",1000,384,NA
70143,4,1,"w",1000,447,NA
70144,4,1,"w",1000,235,NA
70145,4,1,"w",600,333,NA
70146,4,2,"w",1000,-9,NA
70147,4,1,"w",1000,335,NA
70148,4,1,"w",1000,369,NA
70149,4,1,"w",1000,432,NA
70150,4,2,"w",1000,-9,NA
70151,4,1,"w",1000,435,NA
70152,4,1,"w",1000,323,NA
70153,4,1,"w",1000,247,NA
70154,4,1,"w",1000,180,NA
70155,4,1,"w",1000,329,NA
70156,4,1,"w",1000,250,NA
70157,4,1,"w",1000,373,NA
70158,4,1,"w",1000,281,NA
70159,4,2,"w",1000,-9,NA
70160,4,1,"w",1000,287,NA
70161,4,1,"w",1000,239,NA
70162,4,1,"w",1000,145,NA
70163,4,1,"w",1000,485,NA
70164,4,1,"w",1000,495,NA
70165,4,1,"w",1000,275,NA
80001,4,1,"w",1000,176,NA
80002,4,1,"w",1000,470,NA
80003,4,1,"w",1000,134,NA
80004,4,1,"w",1000,87,NA
80005,4,1,"w",1000,429,NA
80006,4,2,"w",1000,-9,NA
80007,4,1,"w",1000,71,NA
80008,4,1,"w",1000,474,NA
80009,4,1,"w",1000,500,NA
80010,4,1,"w",1000,314,NA
80011,4,1,"w",1000,498,NA
80012,4,1,"w",1000,221,NA
80013,4,1,"w",1000,163,NA
80014,4,1,"w",1000,261,NA
80015,4,1,"w",1000,61,NA
80016,4,1,"w",500,244,NA
80017,4,1,"w",1000,174,NA
80018,4,1,"w",1000,385,NA
80019,4,1,"w",1000,57,NA
80020,4,1,"w",1000,366,NA
80021,4,1,"w",1000,274,NA
80022,4,1,"w",1000,88,NA
80023,4,1,"w",1000,486,NA
80024,4,1,"w",1000,50,NA
80025,4,1,"w",1000,53,NA
80026,4,1,"w",1000,482,NA
80027,4,1,"w",1000,496,NA
80028,4,1,"w",1000,462,NA
80029,4,1,"so",1000,149,NA
80030,4,1,"w",1000,41,NA
80031,4,1,"w",1000,178,NA
80032,4,1,"w",1000,251,NA
80033,4,1,"w",1000,180,NA
80034,4,1,"w",1000,63,NA
80035,4,1,"w",1000,308,NA
80036,4,1,"w",1000,284,NA
80037,4,1,"w",1000,212,NA
80038,4,1,"w",1000,118,NA
80039,4,1,"w",1000,129,NA
80040,4,1,"w",1000,331,NA
80041,4,1,"w",1000,365,NA
80042,4,1,"w",1000,343,NA
80043,4,1,"w",1000,159,NA
80044,4,1,"w",1000,28,NA
80045,4,1,"w",1000,40,NA
80046,4,1,"w",1000,468,NA
80047,4,1,"w",1000,375,NA
80048,4,1,"w",1000,51,NA
80049,4,1,"w",1000,114,NA
80050,4,1,"w",1000,188,NA
80051,4,1,"w",1000,173,NA
80052,4,1,"w",1000,53,NA
80053,4,1,"w",1000,412,NA
80054,4,1,"w",1000,71,NA
80055,4,1,"w",1000,212,NA
80056,4,1,"w",1000,486,NA
80057,4,1,"w",1000,186,NA
80058,4,1,"w",1000,416,NA
80059,4,1,"w",1000,52,NA
80060,4,1,"w",1000,353,NA
80061,4,1,"w",1000,417,NA
80062,4,1,"w",1000,166,NA
80063,4,1,"nw",1000,455,NA
80064,4,1,"w",1000,89,NA
80065,4,1,"w",1000,201,NA
80066,4,1,"nw",1000,141,NA
80067,4,1,"w",1000,100,NA
80068,4,1,"w",1000,211,NA
80069,4,1,"w",1000,58,NA
80070,4,1,"w",1000,331,NA
80071,4,1,"w",1000,172,NA
80072,4,1,"w",1000,122,NA
80073,4,1,"w",1000,373,NA
80074,4,1,"w",1000,411,NA
80075,4,1,"w",1000,255,NA
80076,4,1,"w",1000,449,NA
80077,4,1,"w",1000,94,NA
80078,4,1,"w",1000,121,NA
80079,4,1,"w",1000,490,NA
80080,4,1,"w",1000,49,NA
80081,4,1,"w",1000,192,NA
80082,4,1,"nw",1000,66,NA
80083,4,1,"w",1000,123,NA
80084,4,1,"w",1000,186,NA
80085,4,1,"w",1000,83,NA
80086,4,1,"w",1000,302,NA
80087,4,1,"w",1000,477,NA
80088,4,1,"w",1000,402,NA
80089,4,1,"w",1000,262,NA
80090,4,1,"w",1000,174,NA
80091,4,1,"w",1000,74,NA
80092,4,1,"w",1000,221,NA
80093,4,1,"w",1000,232,NA
80094,4,1,"w",1000,243,NA
80095,4,1,"w",1000,420,NA
80096,4,1,"w",1000,205,NA
80097,4,1,"w",1000,320,NA
80098,4,1,"w",1000,252,NA
80099,4,1,"w",1000,138,NA
80100,4,1,"w",1000,72,NA
80101,4,1,"w",1000,163,NA
80102,4,1,"w",1000,241,NA
80103,4,1,"w",1000,200,NA
80104,4,1,"w",1000,457,NA
80105,4,1,"w",1000,476,NA
80106,4,1,"w",1000,278,NA
80107,4,1,"w",1000,107,NA
80108,4,1,"w",1000,407,NA
80110,4,1,"w",1000,357,NA
80111,4,1,"w",1000,432,NA
80112,4,1,"w",1000,143,NA
80113,4,1,"w",1000,311,NA
80114,4,1,"w",1000,202,NA
80115,4,1,"w",1000,245,NA
80116,4,1,"w",1000,156,NA
80117,4,1,"w",1000,388,NA
80118,4,1,"w",1000,279,NA
80119,4,1,"w",1000,200,NA
80120,4,2,"w",1000,-9,NA
80121,4,1,"w",1000,211,NA
80122,4,1,"w",1000,111,NA
80123,4,1,"w",1000,86,NA
80124,4,1,"w",1000,404,NA
80125,4,1,"w",1000,305,NA
80126,4,1,"w",1000,367,NA
80127,4,1,"w",1000,99,NA
80128,4,1,"w",1000,333,NA
80129,4,1,"w",1000,263,NA
80130,4,1,"w",1000,468,NA
80131,4,1,"w",1000,453,NA
80132,4,1,"w",1000,126,NA
80133,4,1,"w",1000,104,NA
80134,4,1,"w",1000,137,NA
80135,4,1,"w",1000,100,NA
80136,4,1,"w",1000,377,NA
80137,4,1,"w",1000,375,NA
80138,4,1,"w",1000,213,NA
80139,4,1,"w",1000,180,NA
80140,4,1,"w",1000,485,NA
80141,4,1,"w",1000,289,NA
80142,4,1,"w",1000,340,NA
80143,4,1,"w",1000,213,NA
80144,4,1,"w",1000,354,NA
80145,4,1,"w",1000,276,NA
80146,4,1,"w",1000,359,NA
80147,4,1,"w",1000,141,NA
80148,4,1,"w",1000,215,NA
80149,4,1,"w",1000,47,NA
80150,4,1,"w",1000,265,NA
80151,4,1,"w",1000,387,NA
80152,4,1,"w",1000,410,NA
80153,4,1,"w",1000,72,NA
80154,4,1,"w",1000,33,NA
80155,4,1,"w",1000,139,NA
80156,4,1,"w",1000,500,NA
80157,4,1,"w",1000,475,NA
80158,4,1,"w",1000,39,NA
80159,4,1,"w",1000,345,NA
80160,4,1,"w",1000,155,NA
80161,4,1,"w",1000,133,NA
80162,4,1,"w",1000,287,NA
80163,4,1,"w",1000,435,NA
80164,4,1,"w",1000,459,NA
80165,4,1,"w",1000,62,NA
80166,4,1,"w",1000,401,NA
80167,4,1,"w",1000,272,NA
80168,4,1,"w",1000,378,NA
80169,4,1,"w",1000,185,NA
80170,4,1,"w",1000,317,NA
80171,4,1,"w",1000,406,NA
80172,4,1,"w",1000,466,NA
80173,4,1,"w",1000,256,NA
80174,4,1,"w",1000,449,NA
80175,4,1,"w",1000,406,NA
80176,4,1,"w",1000,254,NA
80177,4,1,"w",1000,66,NA
80178,4,1,"w",1000,179,NA
80179,4,1,"w",1000,91,NA
80180,4,1,"w",1000,44,NA
80182,4,1,"w",1000,217,NA
80183,4,1,"w",1000,224,NA
80184,4,1,"w",1000,72,NA
80185,4,1,"w",1000,359,NA
80186,4,1,"w",1000,380,NA
80188,4,1,"w",1000,152,NA
80189,4,2,"w",1000,-9,NA
80191,4,1,"w",1000,125,NA
80192,4,1,"w",1000,349,NA
80193,4,1,"w",1000,130,NA
80194,4,1,"w",1000,402,NA
80195,4,1,"w",1000,183,NA
80196,4,1,"w",1000,122,NA
80198,4,1,"w",1000,113,NA
80199,4,1,"w",1000,89,NA
80200,4,1,"w",1000,483,NA
80201,4,1,"w",1000,84,NA
80202,4,1,"w",1000,486,NA
80203,4,2,"w",1000,-9,NA
80204,4,1,"w",1000,227,NA
80205,4,1,"w",1000,205,NA
80206,4,1,"w",1000,329,NA
80207,4,1,"w",1000,42,NA
80208,4,1,"w",1000,134,NA
80209,4,1,"w",1200,92,NA
80210,4,2,"w",1000,-9,NA
80211,4,1,"w",1000,149,NA
80212,4,1,"w",1000,402,NA
80213,4,1,"w",1000,113,NA
80214,4,1,"w",1000,413,NA
80215,4,1,"w",1000,369,NA
80216,4,1,"w",1000,279,NA
80217,4,1,"w",1000,51,NA
80218,4,1,"w",1000,314,NA
80219,4,1,"w",1000,203,NA
80220,4,1,"w",1000,185,NA
80221,4,1,"w",1000,222,NA
80222,4,1,"w",1000,137,NA
80223,4,1,"w",1000,34,NA
80224,4,1,"w",500,284,NA
80225,4,1,"w",800,59,NA
80226,4,1,"w",1000,238,NA
80227,4,1,"w",1000,51,NA
80228,4,1,"w",800,455,NA
80229,4,1,"w",1000,198,NA
80230,4,1,"w",1000,111,NA
80231,4,1,"w",1000,130,NA
80232,4,1,"w",1000,104,NA
80233,4,1,"w",1000,156,NA
80234,4,1,"nw",500,391,NA
80235,4,1,"w",1000,286,NA
80236,4,1,"w",1000,499,NA
80237,4,1,"w",1000,131,NA
80238,4,1,"w",1000,429,NA
80239,4,1,"w",1000,126,NA
80240,4,1,"w",1000,40,NA
80241,4,1,"w",1000,340,NA
80242,4,1,"w",1000,167,NA
80243,4,2,"w",1000,-9,NA
80244,4,1,"w",1000,42,NA
80245,4,1,"w",1000,124,NA
80246,4,1,"w",1000,115,NA
80247,4,1,"w",1000,75,NA
80248,4,1,"w",1000,357,NA
80249,4,1,"w",1000,116,NA
80250,4,1,"w",1000,56,NA
80251,4,1,"w",1000,210,NA
80252,4,1,"w",1000,44,NA
80253,4,1,"w",1000,336,NA
80254,4,1,"w",1000,497,NA
80255,4,1,"w",1000,55,NA
80256,4,1,"w",1000,58,NA
80257,4,1,"w",1000,26,NA
80258,4,1,"w",1000,177,NA
80259,4,1,"w",1000,324,NA
80260,4,2,"w",1000,-9,NA
80261,4,1,"w",1000,180,NA
80262,4,1,"w",1000,134,NA
80263,4,1,"w",1000,359,NA
80264,4,1,"w",1000,186,NA
80265,4,1,"w",1000,428,NA
80266,4,1,"w",1000,410,NA
80267,4,1,"w",1000,84,NA
80268,4,1,"w",1000,158,NA
80269,4,1,"w",1000,123,NA
80270,4,1,"w",1000,272,NA
80271,4,1,"w",1000,427,NA
80272,4,1,"w",500,233,NA
80273,4,1,"w",1000,377,NA
80274,4,1,"w",1000,101,NA
80275,4,1,"w",1000,202,NA
80276,4,1,"w",1000,369,NA
80278,4,1,"w",1000,129,NA
80279,4,1,"w",1000,102,NA
80280,4,1,"w",1000,76,NA
80281,4,1,"w",1000,75,NA
80282,4,1,"w",1000,166,NA
80283,4,1,"w",1000,192,NA
80284,4,1,"w",1000,395,NA
80285,4,1,"w",1000,254,NA
80286,4,1,"w",1000,208,NA
80287,4,1,"w",1000,181,NA
80288,4,1,"w",1000,499,NA
80289,4,1,"w",1000,44,NA
80290,4,1,"w",1000,362,NA
80291,4,1,"w",1000,82,NA
80292,4,2,"w",1000,-9,NA
80293,4,1,"nw",700,452,NA
80294,4,1,"w",1000,116,NA
80295,4,1,"w",1000,451,NA
80296,4,1,"w",1000,201,NA
80297,4,1,"w",1000,322,NA
80298,4,1,"w",1000,111,NA
80299,4,1,"w",1000,89,NA
80301,4,1,"w",1000,223,NA
80302,4,1,"w",1000,274,NA
80303,4,1,"w",1000,243,NA
80304,4,1,"nw",1000,127,NA
80305,4,1,"w",1000,225,NA
80306,4,1,"w",1000,478,NA
80307,4,1,"w",1000,114,NA
80308,4,1,"w",1000,230,NA
80309,4,1,"w",1000,40,NA
80001,3,1,"s",1000,349,NA
80002,3,1,"s",1000,216,NA
80003,3,1,"s",1000,196,NA
80004,3,1,"s",1000,381,NA
80005,3,1,"s",1000,381,NA
80006,3,2,"s",1000,-9,NA
80007,3,1,"s",1000,88,NA
80008,3,1,"s",1000,404,NA
80009,3,1,"s",1000,313,NA
80010,3,1,"s",1000,473,NA
80011,3,1,"s",1000,373,NA
80012,3,1,"s",1000,82,NA
80013,3,1,"s",1000,67,NA
80014,3,1,"s",1000,443,NA
80015,3,1,"s",1000,108,NA
80016,3,1,"s",500,406,NA
80017,3,1,"s",1000,292,NA
80018,3,1,"s",1000,131,NA
80019,3,1,"s",1000,247,NA
80020,3,1,"s",1000,136,NA
80021,3,1,"s",1000,258,NA
80022,3,1,"s",1000,125,NA
80023,3,1,"s",1000,498,NA
80024,3,1,"s",1000,116,NA
80025,3,1,"s",1000,265,NA
80026,3,1,"s",1000,213,NA
80027,3,1,"s",1000,436,NA
80028,3,1,"s",1000,132,NA
80029,3,1,"s",1000,211,NA
80030,3,1,"s",1000,273,NA
80031,3,1,"s",1000,205,NA
80032,3,1,"s",1000,276,NA
80033,3,1,"s",1000,464,NA
80034,3,1,"s",1000,74,NA
80035,3,1,"s",1000,203,NA
80036,3,1,"s",1000,336,NA
80037,3,1,"s",1000,221,NA
80038,3,1,"s",1000,119,NA
80039,3,1,"s",1000,128,NA
80040,3,1,"s",1000,497,NA
80041,3,1,"s",500,321,NA
